"","R.N","FROM","TO","prs","revenue"
"143","107(B)2","RAJATALAB","BOULIA",1,27
"144","107(B)2","RAJATALAB","CANTT RLY STATION",3,99
"145","107(B)2","RAJATALAB","CANTT RLY
STATION",6,198
"146","107(B)2","RAJATALAB","CHANDPUR
CHAURAHA",1,27
"147","107(B)2","RAJATALAB","MODHAILA",1,27
"148","107(B)2","RAJATALAB","SADHU KI KUTIYA",2,34
"149","107(B)2","RAKHAUNA","BHULLANPUR",1,27
"150","107(B)2","RAKHAUNA","CANTT RLY STATION",1,38
"151","107(B)2","RAKHAUNA","CANTT RLY
STATION",1,38
"152","107(B)2","RAKHAUNA","LANKA",1,43
"153","107(B)2","RATHYATRA","CANTT RLY
STATION",1,12
"154","107(B)2","RAVIDAS GATE","RATHYATRA",1,17
"155","107(B)2","RAVINDERPURI","CANTT RLY STATION",3,51
"156","107(B)2","ROHANIA","BHELUPUR",1,27
"157","107(B)2","ROHANIA","CANTT RLY STATION",3,66
"158","107(B)2","ROHANIA","CANTT RLY
STATION",7,154
"159","107(B)2","ROHANIA","MOHANSARAI",4,68
"160","107(B)2","SADHU KI KUTIYA","CANTT RLY STATION",1,38
"161","107(B)2","SADHU KI
KUTIYA","CANTT RLY
STATION",2,76
"162","107(B)2","SAHABABAD","BHULLANPUR",1,17
"163","107(B)2","SAHABABAD","CANTT RLY STATION",2,54
"164","107(B)2","SIGRA","LANKA",4,68
"165","109(A)","BOULIA","CHANDPUR
CHAURAHA",1,12
"166","109(A)","BOULIA","MIRZAMURAD BAZAR",1,38
"167","109(A)","BOULIA","MOHANSARAI",1,27
"168","109(A)","BOULIA","RAJATALAB",6,162
"169","109(A)","BOULIA","ROHANIA",2,34
"170","109(A)","BOULIA","SADHU KI KUTIYA",6,198
"171","109(A)","CANTT RLY STATION","BHULLANPUR",2,44
"172","109(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",5,85
"173","109(A)","CANTT RLY STATION","JAGATPUR",11,242
"174","109(A)","CANTT RLY STATION","KAZZAKPURA",2,34
"175","109(A)","CANTT RLY STATION","KIT",8,304
"176","109(A)","CANTT RLY STATION","MIRZAMURAD BAZAR",3,129
"177","109(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",10,430
"178","109(A)","CANTT RLY STATION","MODHAILA",6,102
"179","109(A)","CANTT RLY STATION","MOHANSARAI",18,486
"180","109(A)","CANTT RLY STATION","RAJATALAB",31,1023
"181","109(A)","CANTT RLY STATION","ROHANIA",6,132
"182","109(A)","CANTT RLY STATION","SADHU KI KUTIYA",5,190
"183","109(A)","CANTT RLY STATION","SAHABABAD",3,81
"184","109(A)","CHANDPUR
CHAURAHA","BHADAU CHOURAHA",3,66
"185","109(A)","CHANDPUR
CHAURAHA","CANTT RLY STATION",1,17
"186","109(A)","CHANDPUR
CHAURAHA","KIT",3,99
"187","109(A)","CHANDPUR
CHAURAHA","MIRZAMURAD BAZAR",2,76
"188","109(A)","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",4,152
"189","109(A)","CHANDPUR
CHAURAHA","MOHANSARAI",1,22
"190","109(A)","CHANDPUR
CHAURAHA","RAJATALAB",1,27
"191","109(A)","CHANDPUR
CHAURAHA","ROHANIA",1,12
"192","109(A)","CHAUKAGHAT","KIT",2,76
"193","109(A)","CHAUKAGHAT","RAJATALAB",1,33
"194","109(A)","CITY RAILWAY
STATION","CANTT RLY STATION",5,60
"195","109(A)","CITY RAILWAY
STATION","CHANDPUR
CHAURAHA",1,22
"196","109(A)","CITY RAILWAY
STATION","RAJATALAB",1,33
"197","109(A)","CITY RAILWAY
STATION","ROHANIA",1,22
"198","109(A)","CITY RAILWAY
STATION","SAHABABAD",2,54
"199","109(A)","GOLGADDA","CANTT RLY STATION",1,12
"200","109(A)","JAGATPUR","CANTT RLY STATION",1,22
"201","109(A)","JAGATPUR","RAJATALAB",1,22
"202","109(A)","KAZZAKPURA","CANTT RLY STATION",1,17
"203","109(A)","KIT","CANTT RLY STATION",1,38
"204","109(A)","KIT","CHANDPUR
CHAURAHA",2,66
"205","109(A)","KIT","CHAUKAGHAT",1,38
"206","109(A)","KIT","MOHANSARAI",5,110
"207","109(A)","KIT","RAJGHAT",3,129
"208","109(A)","LAHARTARA","MOHANSARAI",1,27
"209","109(A)","MIRZAMURAD BAZAR","CANTT RLY STATION",2,86
"210","109(A)","MIRZAMURAD
BAZAR","MODHAILA",1,33
"211","109(A)","MODHAILA","CANTT RLY STATION",1,17
"212","109(A)","MODHAILA","RAJATALAB",2,54
"213","109(A)","MODHAILA","SAHABABAD",1,17
"214","109(A)","MOHANSARAI","BHADAU CHOURAHA",1,33
"215","109(A)","MOHANSARAI","BHULLANPUR",1,22
"216","109(A)","MOHANSARAI","CANTT RLY STATION",10,270
"217","109(A)","MOHANSARAI","CHANDPUR
CHAURAHA",1,22
"218","109(A)","RAJATALAB","BHULLANPUR",1,22
"219","109(A)","RAJATALAB","BOULIA",1,27
"220","109(A)","RAJATALAB","CANTT RLY STATION",4,132
"221","109(A)","RAJATALAB","CHANDPUR
CHAURAHA",2,54
"222","109(A)","RAJATALAB","CITY RAILWAY
STATION",2,66
"223","109(A)","RAJGHAT","CANTT RLY STATION",10,170
"224","109(A)","RAKHAUNA","CANTT RLY STATION",2,76
"225","109(A)","RAKHAUNA","JAGATPUR",1,22
"226","109(A)","ROHANIA","CANTT RLY STATION",3,66
"227","109(A)","ROHANIA","CITY RAILWAY
STATION",3,66
"228","109(A)","ROHANIA","MIRZAMURAD
BAZAR",3,99
"229","109(A)","ROHANIA","MOHANSARAI",1,17
"230","109(A)","ROHANIA","RAJGHAT",1,27
"231","109(A)","ROHANIA","SADHU KI KUTIYA",1,27
"232","109(A)","SADHU KI KUTIYA","CANTT RLY STATION",2,76
"233","109(A)","SADHU KI KUTIYA","CHANDPUR
CHAURAHA",1,33
"234","109(A)","SAHABABAD","CANTT RLY STATION",2,54
"235","109(A)","SAHABABAD","CITY RAILWAY
STATION",1,27
"236","109(B)","BHADAU CHOURAHA","CANTT RLY STATION",2,34
"237","109(B)","BHADAU CHOURAHA","LANKA",1,33
"238","109(B)","BHELUPUR","CANTT RLY STATION",1,17
"239","109(B)","BHELUPUR","CITY RAILWAY
STATION",1,17
"240","109(B)","CANTT RLY STATION","KAZZAKPURA",1,17
"241","109(B)","CANTT RLY STATION","LANKA",3,66
"242","109(B)","CANTT RLY STATION","RAJGHAT",4,68
"243","109(B)","CANTT RLY STATION","SUNDERPUR",2,44
"244","109(B)","CITY RAILWAY
STATION","CANTT RLY STATION",1,12
"245","109(B)","CITY RAILWAY
STATION","LANKA",1,27
"246","109(B)","DURGA KUND","CANTT RLY STATION",4,68
"247","109(B)","DURGA KUND","RATHYATRA",1,12
"248","109(B)","KAZZAKPURA","BHELUPUR",1,33
"249","109(B)","KAZZAKPURA","DLW",1,22
"250","109(B)","KAZZAKPURA","LANKA",1,33
"251","109(B)","LANKA","BHADAU
CHOURAHA",1,27
"252","109(B)","LANKA","CANTT RLY STATION",58,1276
"253","109(B)","LANKA","CHAUKAGHAT",5,110
"254","109(B)","LANKA","CITY RAILWAY
STATION",36,792
"255","109(B)","LANKA","KAZZAKPURA",1,27
"256","109(B)","LANKA","RAJGHAT",22,594
"257","109(B)","LANKA","RATHYATRA",4,68
"258","109(B)","LANKA","RAVINDERPURI",1,12
"259","109(B)","LANKA","SIGRA",17,289
"260","109(B)","LANKA","VIDYAPEETH",2,44
"261","109(B)","RAJGHAT","BHIKARIPUR
CROSSING",4,108
"262","109(B)","RAJGHAT","CANTT RLY STATION",5,110
"263","109(B)","RAJGHAT","DURGA KUND",1,33
"264","109(B)","RAJGHAT","LANKA",5,165
"265","109(B)","RAJGHAT","MANDUADIH",2,54
"266","109(B)","RAVIDAS GATE","BHELUPUR",1,12
"267","109(B)","RAVIDAS GATE","CANTT RLY STATION",1,22
"268","109(B)","RAVIDAS GATE","VIDYAPEETH",1,17
"269","109(B)","RAVINDERPURI","CANTT RLY STATION",2,34
"270","109(B)","SIGRA","RAJGHAT",6,132
"271","109(B)","VIDYAPEETH","BHADAU CHOURAHA",1,17
"272","111(A)","BHELUPUR","RAVIDAS GATE",1,12
"273","111(A)","BHULLANPUR","CANTT RLY STATION",1,22
"274","111(A)","BOULIA","BHULLANPUR",1,17
"275","111(A)","BOULIA","MOHANSARAI",1,27
"276","111(A)","BOULIA","RAJATALAB",3,81
"277","111(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",2,34
"278","111(A)","CANTT RLY STATION","DURGA KUND",8,136
"279","111(A)","CANTT RLY STATION","JAGATPUR",8,176
"280","111(A)","CANTT RLY STATION","LANKA",32,704
"281","111(A)","CANTT RLY STATION","MIRZAMURAD BAZAR",8,344
"282","111(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",2,86
"283","111(A)","CANTT RLY STATION","MODHAILA",6,102
"284","111(A)","CANTT RLY STATION","MOHANSARAI",12,324
"285","111(A)","CANTT RLY STATION","RAJATALAB",4,132
"286","111(A)","CANTT RLY STATION","RATHYATRA",1,12
"287","111(A)","CANTT RLY STATION","RAVINDERPURI",3,51
"288","111(A)","CANTT RLY STATION","ROHANIA",14,308
"289","111(A)","CANTT RLY STATION","SADHU KI KUTIYA",2,76
"290","111(A)","CANTT RLY
STATION","BHELUPUR",1,17
"291","111(A)","CANTT RLY
STATION","BHULLANPUR",1,22
"292","111(A)","CANTT RLY
STATION","BOULIA",1,12
"293","111(A)","CANTT RLY
STATION","CHANDPUR
CHAURAHA",3,51
"294","111(A)","CANTT RLY
STATION","DURGA KUND",5,85
"295","111(A)","CANTT RLY
STATION","JAGATPUR",2,44
"296","111(A)","CANTT RLY
STATION","KIT",1,38
"297","111(A)","CANTT RLY
STATION","LANKA",38,836
"298","111(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",4,172
"299","111(A)","CANTT RLY
STATION","MOHANSARAI",8,216
"300","111(A)","CANTT RLY
STATION","RAJATALAB",5,165
"301","111(A)","CANTT RLY
STATION","RATHYATRA",3,36
"302","111(A)","CANTT RLY
STATION","RAVINDERPURI",2,34
"303","111(A)","CANTT RLY
STATION","ROHANIA",7,154
"304","111(A)","CANTT RLY
STATION","SADHU KI KUTIYA",2,76
"305","111(A)","CHANDPUR
CHAURAHA","CANTT RLY
STATION",1,17
"306","111(A)","CHANDPUR
CHAURAHA","RAJATALAB",1,27
"307","111(A)","CHANDPUR
CHAURAHA","SADHU KI KUTIYA",1,33
"308","111(A)","CHANDPUR
CHAURAHA","SAHABABAD",1,22
"309","111(A)","JAGATPUR","LANKA",4,132
"310","111(A)","KIT","CANTT RLY
STATION",1,38
"311","111(A)","KIT","CHANDPUR
CHAURAHA",2,66
"312","111(A)","KIT","RAJATALAB",3,51
"313","111(A)","KIT","SAHABABAD",1,27
"314","111(A)","LAHARTARA","MIRZAMURAD
BAZAR",1,38
"315","111(A)","LAHARTARA","RATHYATRA",1,17
"316","111(A)","LANKA","CANTT RLY STATION",1,22
"317","111(A)","MIRZAMURAD BAZAR","LAHARTARA",1,38
"318","111(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",1,43
"319","111(A)","MIRZAMURAD
BAZAR","CANTT RLY
STATION",2,86
"320","111(A)","MIRZAMURAD
BAZAR","LANKA",1,48
"321","111(A)","MIRZAMURAD
BAZAR","MOHANSARAI",2,54
"322","111(A)","MIRZAMURAD
BAZAR","SAHABABAD",1,27
"323","111(A)","MODHAILA","CANTT RLY STATION",4,68
"324","111(A)","MOHANSARAI","CANTT RLY STATION",7,189
"325","111(A)","MOHANSARAI","CANTT RLY
STATION",4,108
"326","111(A)","MOHANSARAI","RAVINDERPURI",1,33
"327","111(A)","MOHANSARAI","SAHABABAD",1,12
"328","111(A)","RAJATALAB","CANTT RLY STATION",1,33
"329","111(A)","RAJATALAB","CANTT RLY
STATION",1,33
"330","111(A)","RAKHAUNA","LANKA",1,43
"331","111(A)","RATHYATRA","DURGA KUND",1,12
"332","111(A)","RATHYATRA","LANKA",5,85
"333","111(A)","ROHANIA","CANTT RLY
STATION",4,88
"334","111(A)","SADHU KI KUTIYA","CANTT RLY STATION",1,38
"335","111(A)","SAHABABAD","CANTT RLY
STATION",2,54
"336","111(A)","SIGRA","LANKA",5,85
"337","111(A)","VIDYAPEETH","LANKA",1,22
"338","111(B)","BHELUPUR","CANTT RLY STATION",5,85
"339","111(B)","BHELUPUR","CANTT RLY
STATION",2,34
"340","111(B)","CANTT RLY STATION","DURGA KUND",5,85
"341","111(B)","CANTT RLY STATION","GIRJAGHAR
CHAURAHA",12,204
"342","111(B)","CANTT RLY STATION","LAHURABIR",1,17
"343","111(B)","CANTT RLY STATION","LANKA",11,242
"344","111(B)","CANTT RLY STATION","RATHYATRA",4,48
"345","111(B)","CANTT RLY
STATION","BHELUPUR",2,34
"346","111(B)","CANTT RLY
STATION","DURGA KUND",17,289
"347","111(B)","CANTT RLY
STATION","GIRJAGHAR
CHAURAHA",9,153
"348","111(B)","CANTT RLY
STATION","LANKA",30,660
"349","111(B)","CANTT RLY
STATION","RAVIDAS GATE",1,22
"350","111(B)","CANTT RLY
STATION","RAVINDERPURI",9,153
"351","111(B)","CANTT RLY
STATION","SIGRA",1,12
"352","111(B)","CHETGANJ","CANTT RLY STATION",4,48
"353","111(B)","CHETGANJ","CANTT RLY
STATION",1,12
"354","111(B)","CHETGANJ","CHAUKAGHAT",1,12
"355","111(B)","DURGA KUND","CANTT RLY STATION",6,102
"356","111(B)","DURGA KUND","CANTT RLY
STATION",3,51
"357","111(B)","DURGA KUND","RATHYATRA",3,36
"358","111(B)","DURGA KUND","SIGRA",1,17
"359","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY STATION",87,1479
"360","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY
STATION",116,1972
"361","111(B)","GIRJAGHAR
CHAURAHA","CHAUKAGHAT",44,528
"362","111(B)","GIRJAGHAR
CHAURAHA","LAHURABIR",3,36
"363","111(B)","GIRJAGHAR
CHAURAHA","TALIYABHAG",1,12
"364","111(B)","LAHURABIR","CANTT RLY STATION",2,24
"365","111(B)","LAHURABIR","CANTT RLY
STATION",5,60
"366","111(B)","LANKA","BHELUPUR",1,17
"367","111(B)","LANKA","CANTT RLY STATION",69,1518
"368","111(B)","LANKA","CANTT RLY
STATION",87,1914
"369","111(B)","LANKA","RATHYATRA",3,51
"370","111(B)","LANKA","SIGRA",22,374
"371","111(B)","RATHYATRA","DURGA KUND",1,12
"372","111(B)","RATHYATRA","LAHURABIR",2,24
"373","111(B)","RATHYATRA","LANKA",1,17
"374","111(B)","RAVIDAS GATE","CANTT RLY
STATION",1,22
"375","111(B)","SIGRA","CANTT RLY STATION",2,24
"376","111(B)","SIGRA","GIRJAGHAR
CHAURAHA",3,36
"377","111(B)","SIGRA","RATHYATRA",1,12
"378","111(B)","VIDYAPEETH","RAVIDAS GATE",1,17
"379","E101","AIRPORT ROAD","BHOJUBEER",1,33
"380","E101","AIRPORT ROAD","CANTT RLY STATION",1,38
"381","E101","B.H.E.L.","BHOJUBEER",4,68
"382","E101","B.H.E.L.","LBS AIRPORT",1,27
"383","E101","B.H.E.L.","NADESAR",1,22
"384","E101","BHOJUBEER","CANTT RLY STATION",3,51
"385","E101","BHOJUBEER","LBS AIRPORT",8,264
"386","E101","BHULLANPUR","CANTT RLY STATION",1,22
"387","E101","BOULIA","MOHANSARAI",1,27
"388","E101","BOULIA","RAJATALAB",1,27
"389","E101","CANTT RLY STATION","BHOJUBEER",1,17
"390","E101","CANTT RLY STATION","BHULLANPUR",1,22
"391","E101","CANTT RLY STATION","CHANDPUR
CHAURAHA",15,255
"392","E101","CANTT RLY STATION","GILAT BAZAR",1,22
"393","E101","CANTT RLY STATION","HARHUA",5,165
"394","E101","CANTT RLY STATION","JAGATPUR",4,88
"395","E101","CANTT RLY STATION","KIT",3,114
"396","E101","CANTT RLY STATION","LBS AIRPORT",20,760
"397","E101","CANTT RLY STATION","MIRZAMURAD BAZAR",1,43
"398","E101","CANTT RLY STATION","MIRZAMURAD
BAZAR",5,215
"399","E101","CANTT RLY STATION","MODHAILA",5,85
"400","E101","CANTT RLY STATION","MOHANSARAI",5,135
"401","E101","CANTT RLY STATION","RAJATALAB",11,363
"402","E101","CANTT RLY STATION","ROHANIA",7,154
"403","E101","CANTT RLY STATION","RTO",1,33
"404","E101","CANTT RLY STATION","SADHU KI KUTIYA",4,152
"405","E101","CANTT RLY STATION","SAHABABAD",2,54
"406","E101","CHANDPUR
CHAURAHA","CANTT RLY STATION",6,102
"407","E101","CHANDPUR
CHAURAHA","KACHAHARI",1,22
"408","E101","CHANDPUR
CHAURAHA","RTO",1,38
"409","E101","CIRCUIT HOUSE","CHANDPUR
CHAURAHA",1,22
"410","E101","GILAT BAZAR","CANTT RLY STATION",2,44
"411","E101","GILAT BAZAR","LBS AIRPORT",4,132
"412","E101","HARHUA","CANTT RLY STATION",3,99
"413","E101","HARHUA","LBS AIRPORT",2,44
"414","E101","HARHUA","MOHANSARAI",1,43
"415","E101","HARHUA","ROHANIA",1,38
"416","E101","JAGATPUR","CANTT RLY STATION",4,88
"417","E101","JAGATPUR","KACHAHARI",1,27
"418","E101","JHV MALL","ROHANIA",1,27
"419","E101","KACHAHARI","AGRASEN MOD",1,17
"420","E101","KACHAHARI","CANTT RLY STATION",1,17
"421","E101","KACHAHARI","RAJATALAB",1,38
"422","E101","KIT","CANTT RLY STATION",4,152
"423","E101","LAHARTARA","LBS AIRPORT",1,43
"424","E101","LBS AIRPORT","BHOJUBEER",1,33
"425","E101","LBS AIRPORT","CANTT RLY STATION",24,912
"426","E101","LBS AIRPORT","CHANDPUR
CHAURAHA",1,43
"427","E101","LBS AIRPORT","CIRCUIT HOUSE",2,66
"428","E101","LBS AIRPORT","HARHUA",4,88
"429","E101","MIRZAMURAD BAZAR","BHOJUBEER",1,48
"430","E101","MIRZAMURAD BAZAR","CANTT RLY STATION",3,129
"431","E101","MIRZAMURAD BAZAR","LAHARTARA",1,38
"432","E101","MIRZAMURAD
BAZAR","B.H.E.L.",3,144
"433","E101","MIRZAMURAD
BAZAR","CANTT RLY STATION",2,86
"434","E101","MIRZAMURAD
BAZAR","GILAT BAZAR",1,48
"435","E101","MIRZAMURAD
BAZAR","TARNA",1,48
"436","E101","MODHAILA","CANTT RLY STATION",3,51
"437","E101","MODHAILA","MIRZAMURAD BAZAR",1,33
"438","E101","MOHANSARAI","CANTT RLY STATION",7,189
"439","E101","MOHANSARAI","KACHAHARI",1,33
"440","E101","NADESAR","B.H.E.L.",1,22
"441","E101","NADESAR","BHOJUBEER",1,17
"442","E101","NADESAR","HARHUA",1,27
"443","E101","NADESAR","LBS AIRPORT",1,38
"444","E101","RAJATALAB","BOULIA",1,27
"445","E101","RAJATALAB","CANTT RLY STATION",8,264
"446","E101","RAJATALAB","CHANDPUR
CHAURAHA",1,27
"447","E101","RAJATALAB","CIRCUIT HOUSE",5,190
"448","E101","RAJATALAB","NADESAR",1,33
"449","E101","RAJATALAB","ROHANIA",1,22
"450","E101","ROHANIA","CANTT RLY STATION",15,330
"451","E101","ROHANIA","KACHAHARI",1,27
"452","E101","ROHANIA","LAHARTARA",1,17
"453","E101","ROHANIA","LBS AIRPORT",1,48
"454","E101","ROHANIA","MIRZAMURAD BAZAR",1,33
"455","E101","ROHANIA","SADHU KI KUTIYA",1,27
"456","E101","RTO","CANTT RLY STATION",2,66
"457","E101","SADHU KI KUTIYA","CANTT RLY STATION",5,190
