"","R.N","FROM","TO","prs","revenue"
"163","109(A)","BOULIA","CHANDPUR
CHAURAHA",1,12
"164","109(A)","BOULIA","MIRZAMURAD
BAZAR",1,38
"165","109(A)","BOULIA","RAJATALAB",1,27
"166","109(A)","CANTT RLY STATION","BHULLANPUR",3,66
"167","109(A)","CANTT RLY STATION","BOULIA",1,12
"168","109(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",1,17
"169","109(A)","CANTT RLY STATION","JAGATPUR",9,198
"170","109(A)","CANTT RLY STATION","KAZZAKPURA",2,34
"171","109(A)","CANTT RLY STATION","KIT",4,152
"172","109(A)","CANTT RLY STATION","MIRZAMURAD E
STATION",1,43
"173","109(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",7,301
"174","109(A)","CANTT RLY STATION","MODHAILA",8,136
"175","109(A)","CANTT RLY STATION","MOHANSARAI",32,864
"176","109(A)","CANTT RLY STATION","RAJATALAB",24,792
"177","109(A)","CANTT RLY STATION","ROHANIA",2,44
"178","109(A)","CANTT RLY STATION","SADHU KI KUTIYA",1,38
"179","109(A)","CANTT RLY STATION","SAHABABAD",2,54
"180","109(A)","CANTT RLY
STATION","JAGATPUR",13,286
"181","109(A)","CANTT RLY
STATION","KIT",3,114
"182","109(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",1,43
"183","109(A)","CANTT RLY
STATION","MOHANSARAI",8,216
"184","109(A)","CANTT RLY
STATION","RAJATALAB",4,132
"185","109(A)","CHANDPUR
CHAURAHA","CANTT RLY STATION",3,51
"186","109(A)","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",1,38
"187","109(A)","CHAUKAGHAT","RAJGHAT",1,17
"188","109(A)","CITY RAILWAY
STATION","CANTT RLY
STATION",6,72
"189","109(A)","CITY RAILWAY
STATION","RAJATALAB",1,33
"190","109(A)","CITY RAILWAY
STATION","SAHABABAD",1,27
"191","109(A)","JAGATPUR","CANTT RLY STATION",1,22
"192","109(A)","KAZZAKPURA","CANTT RLY STATION",2,34
"193","109(A)","KIT","CANTT RLY STATION",3,114
"194","109(A)","KIT","MODHAILA",2,66
"195","109(A)","KIT","MOHANSARAI",1,22
"196","109(A)","LAHARTARA","JAGATPUR",1,22
"197","109(A)","MIRZAMURAD E
STATION","CANTT RLY STATION",2,86
"198","109(A)","MIRZAMURAD E
STATION","CHANDPUR
CHAURAHA",1,38
"199","109(A)","MIRZAMURAD E
STATION","LAHARTARA",1,38
"200","109(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",1,43
"201","109(A)","MIRZAMURAD
BAZAR","CANTT RLY
STATION",1,43
"202","109(A)","MODHAILA","JAGATPUR",1,17
"203","109(A)","MODHAILA","RAJATALAB",1,27
"204","109(A)","MODHAILA","SADHU KI KUTIYA",1,33
"205","109(A)","MOHANSARAI","CANTT RLY STATION",7,189
"206","109(A)","MOHANSARAI","CANTT RLY
STATION",1,27
"207","109(A)","RAJATALAB","BOULIA",3,81
"208","109(A)","RAJATALAB","CANTT RLY STATION",8,264
"209","109(A)","RAJATALAB","CANTT RLY
STATION",4,132
"210","109(A)","RAJATALAB","CHANDPUR
CHAURAHA",1,27
"211","109(A)","RAJATALAB","CHAUKAGHAT",2,66
"212","109(A)","RAJATALAB","MIRZAMURAD
BAZAR",1,22
"213","109(A)","RAJATALAB","MOHANSARAI",1,12
"214","109(A)","RAJATALAB","RAJGHAT",1,38
"215","109(A)","RAJGHAT","CANTT RLY STATION",3,51
"216","109(A)","RAJGHAT","CANTT RLY
STATION",1,17
"217","109(A)","RAJGHAT","MODHAILA",1,27
"218","109(A)","ROHANIA","CANTT RLY
STATION",2,44
"219","109(A)","ROHANIA","CHANDPUR
CHAURAHA",1,12
"220","109(A)","ROHANIA","LAHARTARA",1,17
"221","109(A)","ROHANIA","MOHANSARAI",2,34
"222","109(A)","SADHU KI KUTIYA","CANTT RLY STATION",2,76
"223","109(A)","SADHU KI KUTIYA","CANTT RLY
STATION",4,152
"224","109(A)","SADHU KI KUTIYA","CHANDPUR
CHAURAHA",3,99
"225","109(A)","SAHABABAD","CANTT RLY
STATION",2,54
"226","109(A)","SAHABABAD","KIT",1,27
"227","109(A)","SAHABABAD","MIRZAMURAD
BAZAR",1,27
"228","109(B)","BHADAU CHOURAHA","CANTT RLY STATION",1,17
"229","109(B)","BHADAU
CHOURAHA","CANTT RLY
STATION",3,51
"230","109(B)","BHADAU
CHOURAHA","LANKA",1,33
"231","109(B)","BHIKARIPUR
CROSSING","RAJGHAT",1,33
"232","109(B)","CANTT RLY STATION","BHIKARIPUR
CROSSING",4,68
"233","109(B)","CANTT RLY STATION","LANKA",7,154
"234","109(B)","CANTT RLY STATION","MANDUADIH",5,85
"235","109(B)","CANTT RLY STATION","RAJGHAT",2,34
"236","109(B)","CANTT RLY
STATION","BHIKARIPUR
CROSSING",4,68
"237","109(B)","CANTT RLY
STATION","LANKA",3,66
"238","109(B)","CANTT RLY
STATION","MANDUADIH",2,34
"239","109(B)","CHAUKAGHAT","KAZZAKPURA",1,12
"240","109(B)","CITY RAILWAY
STATION","RAJGHAT",2,34
"241","109(B)","DLW","LANKA",1,17
"242","109(B)","DURGA KUND","CANTT RLY STATION",1,17
"243","109(B)","GOLGADDA","LANKA",1,27
"244","109(B)","KAZZAKPURA","CANTT RLY STATION",1,17
"245","109(B)","KAZZAKPURA","LANKA",2,66
"246","109(B)","LAHARTARA","SUNDERPUR",1,17
"247","109(B)","LANKA","BHELUPUR",1,17
"248","109(B)","LANKA","CANTT RLY STATION",72,1584
"249","109(B)","LANKA","CANTT RLY
STATION",13,286
"250","109(B)","LANKA","CHAUKAGHAT",1,22
"251","109(B)","LANKA","CITY RAILWAY
STATION",40,880
"252","109(B)","LANKA","KAZZAKPURA",1,27
"253","109(B)","LANKA","RAJGHAT",11,297
"254","109(B)","LANKA","RAVINDERPURI",2,24
"255","109(B)","LANKA","SIGRA",12,204
"256","109(B)","MANDUADIH","LANKA",1,17
"257","109(B)","RAJGHAT","BHIKARIPUR
CROSSING",3,81
"258","109(B)","RAJGHAT","CANTT RLY STATION",4,88
"259","109(B)","RAJGHAT","CANTT RLY
STATION",2,44
"260","109(B)","RAJGHAT","DLW",1,27
"261","109(B)","RAJGHAT","DURGA KUND",1,33
"262","109(B)","RAJGHAT","LAHARTARA",1,22
"263","109(B)","RAJGHAT","LANKA",8,264
"264","109(B)","RAJGHAT","MANDUADIH",2,54
"265","109(B)","RATHYATRA","CANTT RLY
STATION",1,12
"266","109(B)","RAVINDERPURI","CANTT RLY STATION",1,17
"267","109(B)","RAVINDERPURI","CANTT RLY
STATION",2,34
"268","109(B)","SUNDERPUR","LANKA",2,24
"269","111(A)","BHELUPUR","CANTT RLY
STATION",1,17
"270","111(A)","BHULLANPUR","CANTT RLY STATION",2,44
"271","111(A)","BOULIA","ROHANIA",1,17
"272","111(A)","BOULIA","SAHABABAD",1,22
"273","111(A)","CANTT RLY STATION","BHELUPUR",1,17
"274","111(A)","CANTT RLY STATION","BHULLANPUR",1,22
"275","111(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",8,136
"276","111(A)","CANTT RLY STATION","DURGA KUND",8,136
"277","111(A)","CANTT RLY STATION","JAGATPUR",4,88
"278","111(A)","CANTT RLY STATION","LANKA",17,374
"279","111(A)","CANTT RLY STATION","MIRZAMURAD BAZAR",2,86
"280","111(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",3,129
"281","111(A)","CANTT RLY STATION","MODHAILA",4,68
"282","111(A)","CANTT RLY STATION","MOHANSARAI",13,351
"283","111(A)","CANTT RLY STATION","RAJATALAB",12,396
"284","111(A)","CANTT RLY STATION","RATHYATRA",3,36
"285","111(A)","CANTT RLY STATION","ROHANIA",10,220
"286","111(A)","CANTT RLY STATION","SADHU KI KUTIYA",1,38
"287","111(A)","CANTT RLY
STATION","BHELUPUR",2,34
"288","111(A)","CANTT RLY
STATION","BHULLANPUR",6,132
"289","111(A)","CANTT RLY
STATION","CHANDPUR
CHAURAHA",2,34
"290","111(A)","CANTT RLY
STATION","DURGA KUND",4,68
"291","111(A)","CANTT RLY
STATION","JAGATPUR",2,44
"292","111(A)","CANTT RLY
STATION","KIT",3,114
"293","111(A)","CANTT RLY
STATION","LANKA",25,550
"294","111(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",4,172
"295","111(A)","CANTT RLY
STATION","MODHAILA",6,102
"296","111(A)","CANTT RLY
STATION","MOHANSARAI",12,324
"297","111(A)","CANTT RLY
STATION","RAJATALAB",7,231
"298","111(A)","CANTT RLY
STATION","RATHYATRA",2,24
"299","111(A)","CANTT RLY
STATION","RAVINDERPURI",3,51
"300","111(A)","CANTT RLY
STATION","ROHANIA",14,308
"301","111(A)","CANTT RLY
STATION","SADHU KI KUTIYA",4,152
"302","111(A)","CANTT RLY
STATION","SAHABABAD",7,189
"303","111(A)","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",3,114
"304","111(A)","CHANDPUR
CHAURAHA","MOHANSARAI",2,44
"305","111(A)","CHANDPUR
CHAURAHA","ROHANIA",1,12
"306","111(A)","JAGATPUR","CANTT RLY STATION",3,66
"307","111(A)","JAGATPUR","CANTT RLY
STATION",1,22
"308","111(A)","JAGATPUR","CHANDPUR
CHAURAHA",1,17
"309","111(A)","KIT","CANTT RLY STATION",2,76
"310","111(A)","KIT","CHANDPUR
CHAURAHA",2,66
"311","111(A)","KIT","LANKA",2,96
"312","111(A)","LAHARTARA","RAJATALAB",1,33
"313","111(A)","LAHARTARA","ROHANIA",1,17
"314","111(A)","LAHARTARA","SAHABABAD",2,44
"315","111(A)","LANKA","CANTT RLY
STATION",5,110
"316","111(A)","LANKA","SIGRA",1,17
"317","111(A)","MIRZAMURAD BAZAR","CANTT RLY STATION",6,258
"318","111(A)","MIRZAMURAD BAZAR","LANKA",1,48
"319","111(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",1,43
"320","111(A)","MIRZAMURAD
BAZAR","CANTT RLY
STATION",5,215
"321","111(A)","MIRZAMURAD
BAZAR","LANKA",1,48
"322","111(A)","MIRZAMURAD
BAZAR","MODHAILA",1,33
"323","111(A)","MIRZAMURAD
BAZAR","RAVINDERPURI",2,86
"324","111(A)","MODHAILA","BHULLANPUR",2,24
"325","111(A)","MODHAILA","CANTT RLY
STATION",4,68
"326","111(A)","MODHAILA","RAVINDERPURI",1,27
"327","111(A)","MOHANSARAI","CANTT RLY STATION",8,216
"328","111(A)","MOHANSARAI","CANTT RLY
STATION",1,27
"329","111(A)","MOHANSARAI","MIRZAMURAD
BAZAR",1,27
"330","111(A)","MOHANSARAI","ROHANIA",1,17
"331","111(A)","MOHANSARAI","SAHABABAD",1,12
"332","111(A)","RAJATALAB","BOULIA",1,27
"333","111(A)","RAJATALAB","CANTT RLY STATION",6,198
"334","111(A)","RAJATALAB","CANTT RLY
STATION",8,264
"335","111(A)","RAJATALAB","SIGRA",1,33
"336","111(A)","RATHYATRA","LANKA",1,17
"337","111(A)","ROHANIA","CANTT RLY STATION",7,154
"338","111(A)","ROHANIA","CANTT RLY
STATION",1,22
"339","111(A)","ROHANIA","LANKA",2,66
"340","111(A)","ROHANIA","MIRZAMURAD BAZAR",1,33
"341","111(A)","SADHU KI KUTIYA","BOULIA",1,33
"342","111(A)","SADHU KI KUTIYA","CANTT RLY STATION",6,228
"343","111(A)","SADHU KI KUTIYA","CANTT RLY
STATION",2,76
"344","111(A)","SAHABABAD","CANTT RLY STATION",3,81
"345","111(A)","SAHABABAD","CANTT RLY
STATION",1,27
"346","111(A)","SIGRA","DURGA KUND",1,17
"347","111(A)","SIGRA","LANKA",6,102
"348","111(A)","SIGRA","RAVINDERPURI",1,12
"349","111(B)","BHELUPUR","CANTT RLY STATION",3,51
"350","111(B)","BHELUPUR","CANTT RLY
STATION",6,102
"351","111(B)","BHELUPUR","LANKA",1,17
"352","111(B)","BHELUPUR","SIGRA",1,12
"353","111(B)","CANTT RLY STATION","BHELUPUR",2,34
"354","111(B)","CANTT RLY STATION","DURGA KUND",15,255
"355","111(B)","CANTT RLY STATION","GIRJAGHAR
CHAURAHA",8,136
"356","111(B)","CANTT RLY STATION","LAHURABIR",3,51
"357","111(B)","CANTT RLY STATION","LANKA",49,1078
"358","111(B)","CANTT RLY STATION","RATHYATRA",5,60
"359","111(B)","CANTT RLY STATION","RAVIDAS GATE",1,22
"360","111(B)","CANTT RLY
STATION","BHELUPUR",3,51
"361","111(B)","CANTT RLY
STATION","DURGA KUND",5,85
"362","111(B)","CANTT RLY
STATION","GIRJAGHAR
CHAURAHA",31,527
"363","111(B)","CANTT RLY
STATION","LANKA",36,792
"364","111(B)","CANTT RLY
STATION","RATHYATRA",3,36
"365","111(B)","CANTT RLY
STATION","RAVIDAS GATE",9,198
"366","111(B)","CANTT RLY
STATION","RAVINDERPURI",2,34
"367","111(B)","CANTT RLY
STATION","SIGRA",4,48
"368","111(B)","CHETGANJ","CANTT RLY STATION",19,228
"369","111(B)","CHETGANJ","CANTT RLY
STATION",7,84
"370","111(B)","DURGA KUND","CANTT RLY STATION",9,153
"371","111(B)","DURGA KUND","CANTT RLY
STATION",10,170
"372","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY STATION",131,2227
"373","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY
STATION",112,1904
"374","111(B)","GIRJAGHAR
CHAURAHA","CHAUKAGHAT",18,216
"375","111(B)","LANKA","CANTT RLY STATION",88,1936
"376","111(B)","LANKA","CANTT RLY
STATION",87,1914
"377","111(B)","LANKA","RATHYATRA",7,119
"378","111(B)","LANKA","SIGRA",19,328
"379","111(B)","LANKA","VIDYAPEETH",3,66
"380","111(B)","RATHYATRA","CANTT RLY STATION",3,36
"381","111(B)","RATHYATRA","CANTT RLY
STATION",2,24
"382","111(B)","RATHYATRA","GIRJAGHAR
CHAURAHA",1,12
"383","111(B)","RATHYATRA","LANKA",2,34
"384","111(B)","RAVIDAS GATE","CANTT RLY STATION",1,22
"385","111(B)","RAVINDERPURI","CANTT RLY STATION",1,17
"386","111(B)","RAVINDERPURI","SIGRA",1,12
"387","111(B)","SIGRA","CANTT RLY
STATION",1,12
"388","111(B)","SIGRA","CHETGANJ",1,12
"389","111(B)","SIGRA","LANKA",13,221
"390","111(B)","VIDYAPEETH","BHELUPUR",1,12
"391","111(B)","VIDYAPEETH","GIRJAGHAR
CHAURAHA",3,36
"392","E101","AGRASEN MOD","AIRPORT ROAD",4,108
"393","E101","AIRPORT ROAD","CANTT RLY STATION",13,494
"394","E101","AIRPORT ROAD","TARNA",1,27
"395","E101","B.H.E.L.","LBS AIRPORT",1,27
"396","E101","BHOJUBEER","CANTT RLY STATION",3,51
"397","E101","BHOJUBEER","CHANDPUR
CHAURAHA",2,54
"398","E101","BHOJUBEER","HARHUA",3,66
"399","E101","BHOJUBEER","LBS AIRPORT",17,561
"400","E101","BHOJUBEER","MIRZAMURAD BAZAR",1,48
"401","E101","BHOJUBEER","MODHAILA",1,27
"402","E101","BHOJUBEER","MOHANSARAI",2,76
"403","E101","BHOJUBEER","RAJATALAB",2,76
"404","E101","BHOJUBEER","RTO",1,27
"405","E101","BHOJUBEER","SAHABABAD",1,33
"406","E101","BHULLANPUR","CANTT RLY STATION",3,66
"407","E101","BHULLANPUR","LAHARTARA",1,17
"408","E101","BHULLANPUR","MIRZAMURAD BAZAR",1,33
"409","E101","BOULIA","CANTT RLY STATION",3,36
"410","E101","BOULIA","MOHANSARAI",1,27
"411","E101","BOULIA","RAJATALAB",1,27
"412","E101","CANTT RLY STATION","BHULLANPUR",3,66
"413","E101","CANTT RLY STATION","CHANDPUR
CHAURAHA",5,85
"414","E101","CANTT RLY STATION","HARHUA",7,231
"415","E101","CANTT RLY STATION","JAGATPUR",5,110
"416","E101","CANTT RLY STATION","JHV MALL",1,12
"417","E101","CANTT RLY STATION","KAAZI SARAI",1,33
"418","E101","CANTT RLY STATION","KIT",3,114
"419","E101","CANTT RLY STATION","LBS AIRPORT",69,2622
"420","E101","CANTT RLY STATION","MIRZAMURAD BAZAR",4,172
"421","E101","CANTT RLY STATION","MIRZAMURAD
BAZAR",1,43
"422","E101","CANTT RLY STATION","MODHAILA",4,68
"423","E101","CANTT RLY STATION","MOHANSARAI",28,756
"424","E101","CANTT RLY STATION","RAJATALAB",20,660
"425","E101","CANTT RLY STATION","RAKHAUNA",1,38
"426","E101","CANTT RLY STATION","ROHANIA",11,242
"427","E101","CANTT RLY STATION","RTO",3,99
"428","E101","CANTT RLY STATION","SADHU KI KUTIYA",5,190
"429","E101","CANTT RLY STATION","SAHABABAD",2,54
"430","E101","CANTT RLY STATION","TARNA",2,44
"431","E101","CHANDPUR
CHAURAHA","CANTT RLY STATION",2,34
"432","E101","CHANDPUR
CHAURAHA","CIRCUIT HOUSE",1,22
"433","E101","CHANDPUR
CHAURAHA","KACHAHARI",3,66
"434","E101","CHANDPUR
CHAURAHA","KIT",2,66
"435","E101","CHANDPUR
CHAURAHA","LBS AIRPORT",1,43
"436","E101","CHANDPUR
CHAURAHA","MOHANSARAI",3,66
"437","E101","CHANDPUR
CHAURAHA","NADESAR",1,22
"438","E101","CHANDPUR
CHAURAHA","RAJATALAB",2,54
"439","E101","CIRCUIT HOUSE","MIRZAMURAD
BAZAR",1,43
"440","E101","CIRCUIT HOUSE","MOHANSARAI",3,99
"441","E101","GILAT BAZAR","CANTT RLY STATION",1,22
"442","E101","GILAT BAZAR","LBS AIRPORT",1,33
"443","E101","GILAT BAZAR","ROHANIA",1,33
"444","E101","HARHUA","BOULIA",2,66
"445","E101","HARHUA","CANTT RLY STATION",8,264
"446","E101","HARHUA","CIRCUIT HOUSE",1,22
"447","E101","HARHUA","LBS AIRPORT",3,66
"448","E101","HARHUA","MOHANSARAI",1,43
"449","E101","HARHUA","NADESAR",1,27
"450","E101","HARHUA","ROHANIA",1,38
"451","E101","JAGATPUR","CANTT RLY STATION",7,154
"452","E101","JAGATPUR","KACHAHARI",4,108
"453","E101","JAGATPUR","KIT",1,27
"454","E101","KAAZI SARAI","CANTT RLY STATION",1,33
"455","E101","KACHAHARI","B.H.E.L.",1,22
