"","R.N","FROM","TO","prs","revenue"
"110","107(B)2","CANTT RLY
STATION","MOHANSARAI",6,162
"111","107(B)2","CANTT RLY
STATION","RAJATALAB",6,198
"112","107(B)2","CANTT RLY
STATION","RAVINDERPURI",1,17
"113","107(B)2","CANTT RLY
STATION","ROHANIA",8,176
"114","107(B)2","CANTT RLY
STATION","SAHABABAD",1,27
"115","107(B)2","CHANDPUR
CHAURAHA","CANTT RLY
STATION",3,51
"116","107(B)2","CHANDPUR
CHAURAHA","MIRZAMURAD BAZAR",1,38
"117","107(B)2","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",3,114
"118","107(B)2","DURGA KUND","CANTT RLY STATION",3,51
"119","107(B)2","DURGA KUND","CANTT RLY
STATION",2,34
"120","107(B)2","JAGATPUR","CANTT RLY STATION",1,22
"121","107(B)2","JAGATPUR","MIRZAMURAD
BAZAR",1,33
"122","107(B)2","KIT","CANTT RLY STATION",3,114
"123","107(B)2","LAHARTARA","LANKA",1,22
"124","107(B)2","LAHARTARA","MIRZAMURAD BAZAR",1,38
"125","107(B)2","LAHARTARA","MOHANSARAI",2,54
"126","107(B)2","LANKA","CANTT RLY STATION",57,1254
"127","107(B)2","LANKA","CANTT RLY
STATION",35,770
"128","107(B)2","LANKA","RAJATALAB",1,43
"129","107(B)2","LANKA","RATHYATRA",6,102
"130","107(B)2","LANKA","ROHANIA",1,33
"131","107(B)2","LANKA","SADHU KI KUTIYA",1,43
"132","107(B)2","LANKA","SIGRA",21,357
"133","107(B)2","LANKA","VIDYAPEETH",2,44
"134","107(B)2","MIRZAMURAD BAZAR","MOHANSARAI",3,81
"135","107(B)2","MIRZAMURAD
BAZAR","CANTT RLY STATION",2,86
"136","107(B)2","MIRZAMURAD
BAZAR","CHANDPUR
CHAURAHA",1,38
"137","107(B)2","MODHAILA","RAJATALAB",1,27
"138","107(B)2","MOHANSARAI","CANTT RLY STATION",8,216
"139","107(B)2","RAJATALAB","CANTT RLY STATION",6,198
"140","107(B)2","RATHYATRA","CANTT RLY
STATION",1,12
"141","107(B)2","RATHYATRA","LANKA",1,17
"142","107(B)2","RAVIDAS GATE","CANTT RLY STATION",3,66
"143","107(B)2","RAVINDERPURI","CANTT RLY STATION",4,68
"144","107(B)2","RAVINDERPURI","CANTT RLY
STATION",3,51
"145","107(B)2","ROHANIA","BOULIA",1,17
"146","107(B)2","ROHANIA","CANTT RLY STATION",4,88
"147","107(B)2","SADHU KI KUTIYA","CANTT RLY STATION",1,38
"148","107(B)2","SADHU KI KUTIYA","CHANDPUR
CHAURAHA",1,33
"149","107(B)2","SAHABABAD","CANTT RLY STATION",3,81
"150","107(B)2","SAHABABAD","CANTT RLY
STATION",2,54
"151","107(B)2","SAHABABAD","LAHARTARA",1,22
"152","107(B)2","SIGRA","LANKA",3,51
"153","109(A)","BHADAU
CHOURAHA","CITY RAILWAY
STATION",1,12
"154","109(A)","BHULLANPUR","CANTT RLY STATION",3,66
"155","109(A)","BHULLANPUR","KIT",4,132
"156","109(A)","BHULLANPUR","RAJATALAB",1,22
"157","109(A)","BOULIA","RAJATALAB",4,108
"158","109(A)","CANTT RLY STATION","BHULLANPUR",1,22
"159","109(A)","CANTT RLY STATION","CHANDPUR CHAURAHA",5,85
"160","109(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",2,34
"161","109(A)","CANTT RLY STATION","GOLGADDA",1,12
"162","109(A)","CANTT RLY STATION","JAGATPUR",4,88
"163","109(A)","CANTT RLY STATION","MIRZAMURAD BAZAR",1,43
"164","109(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",9,387
"165","109(A)","CANTT RLY STATION","MODHAILA",4,68
"166","109(A)","CANTT RLY STATION","MOHANSARAI",10,270
"167","109(A)","CANTT RLY STATION","RAJATALAB",10,330
"168","109(A)","CANTT RLY STATION","ROHANIA",19,418
"169","109(A)","CANTT RLY STATION","SADHU KI KUTIYA",1,38
"170","109(A)","CANTT RLY
STATION","BHULLANPUR",3,66
"171","109(A)","CANTT RLY
STATION","CHANDPUR
CHAURAHA",2,34
"172","109(A)","CANTT RLY
STATION","JAGATPUR",4,88
"173","109(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",5,215
"174","109(A)","CANTT RLY
STATION","MODHAILA",2,34
"175","109(A)","CANTT RLY
STATION","MOHANSARAI",8,216
"176","109(A)","CANTT RLY
STATION","RAJATALAB",9,297
"177","109(A)","CANTT RLY
STATION","ROHANIA",6,132
"178","109(A)","CANTT RLY
STATION","SADHU KI KUTIYA",1,38
"179","109(A)","CHANDPUR
CHAURAHA","CANTT RLY
STATION",1,17
"180","109(A)","CHANDPUR
CHAURAHA","CHAUKAGHAT",1,17
"181","109(A)","CHANDPUR
CHAURAHA","JAGATPUR",1,17
"182","109(A)","CHANDPUR
CHAURAHA","MOHANSARAI",2,44
"183","109(A)","CHANDPUR
CHAURAHA","RAJATALAB",2,54
"184","109(A)","CHANDPUR
CHAURAHA","RAJGHAT",3,81
"185","109(A)","CITY RAILWAY STATION","CANTT RLY STATION",2,24
"186","109(A)","CITY RAILWAY
STATION","CANTT RLY STATION",3,36
"187","109(A)","JAGATPUR","CANTT RLY STATION",6,132
"188","109(A)","JAGATPUR","CHAUKAGHAT",1,27
"189","109(A)","KAZZAKPURA","JAGATPUR",1,27
"190","109(A)","LAHARTARA","CANTT RLY
STATION",4,480
"191","109(A)","LAHARTARA","MIRZAMURAD
BAZAR",1,38
"192","109(A)","LAHARTARA","MOHANSARAI",1,27
"193","109(A)","MIRZAMURAD BAZAR","CANTT RLY STATION",4,172
"194","109(A)","MIRZAMURAD
BAZAR","BHADAU
CHOURAHA",2,86
"195","109(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",3,129
"196","109(A)","MIRZAMURAD
BAZAR","CANTT RLY
STATION",1,43
"197","109(A)","MODHAILA","CANTT RLY
STATION",1,17
"198","109(A)","MODHAILA","MIRZAMURAD BAZAR",2,66
"199","109(A)","MODHAILA","MOHANSARAI",1,22
"200","109(A)","MODHAILA","RAJGHAT",1,27
"201","109(A)","MOHANSARAI","BHULLANPUR",1,22
"202","109(A)","MOHANSARAI","CANTT RLY STATION",2,54
"203","109(A)","MOHANSARAI","CANTT RLY
STATION",4,108
"204","109(A)","MOHANSARAI","JAGATPUR",1,17
"205","109(A)","MOHANSARAI","MIRZAMURAD BAZAR",2,54
"206","109(A)","RAJATALAB","CANTT RLY STATION",2,66
"207","109(A)","RAJATALAB","CANTT RLY
STATION",1,33
"208","109(A)","RAJATALAB","CHAUKAGHAT",2,66
"209","109(A)","RAJATALAB","CITY RAILWAY
STATION",1,33
"210","109(A)","RAJATALAB","MIRZAMURAD BAZAR",2,44
"211","109(A)","RAJATALAB","RAJGHAT",2,76
"212","109(A)","RAJGHAT","BHULLANPUR",1,27
"213","109(A)","RAJGHAT","CANTT RLY STATION",3,51
"214","109(A)","ROHANIA","CANTT RLY
STATION",4,88
"215","109(A)","SADHU KI KUTIYA","CANTT RLY
STATION",2,76
"216","109(A)","SAHABABAD","CANTT RLY STATION",3,81
"217","109(A)","SAHABABAD","CANTT RLY
STATION",2,54
"218","109(A)","SAHABABAD","CITY RAILWAY
STATION",4,108
"219","109(A)","SAHABABAD","LAHARTARA",1,22
"220","109(B)","BHADAU CHOURAHA","LANKA",1,33
"221","109(B)","BHADAU
CHOURAHA","CANTT RLY
STATION",1,17
"222","109(B)","BHADAU
CHOURAHA","LANKA",1,33
"223","109(B)","BHADAU
CHOURAHA","MANDUADIH",2,44
"224","109(B)","CANTT RLY STATION","CITY RAILWAY
STATION",3,36
"225","109(B)","CANTT RLY STATION","DLW",2,34
"226","109(B)","CANTT RLY STATION","LANKA",7,154
"227","109(B)","CANTT RLY STATION","RAJGHAT",5,85
"228","109(B)","CANTT RLY
STATION","DURGA KUND",2,54
"229","109(B)","CANTT RLY
STATION","LANKA",4,88
"230","109(B)","CHAUKAGHAT","RAJGHAT",1,17
"231","109(B)","CITY RAILWAY STATION","CANTT RLY STATION",1,12
"232","109(B)","CITY RAILWAY
STATION","CANTT RLY STATION",1,12
"233","109(B)","DURGA KUND","CANTT RLY STATION",4,68
"234","109(B)","DURGA KUND","CANTT RLY
STATION",3,51
"235","109(B)","DURGA KUND","RAJGHAT",1,27
"236","109(B)","KAZZAKPURA","DLW",1,22
"237","109(B)","KAZZAKPURA","LANKA",1,33
"238","109(B)","LANKA","BHADAU CHOURAHA",1,27
"239","109(B)","LANKA","CANTT RLY STATION",54,1188
"240","109(B)","LANKA","CANTT RLY
STATION",30,660
"241","109(B)","LANKA","CHAUKAGHAT",3,66
"242","109(B)","LANKA","CITY RAILWAY STATION",7,154
"243","109(B)","LANKA","CITY RAILWAY
STATION",16,352
"244","109(B)","LANKA","KAZZAKPURA",3,81
"245","109(B)","LANKA","RAJGHAT",14,378
"246","109(B)","LANKA","RATHYATRA",6,102
"247","109(B)","LANKA","SIGRA",8,136
"248","109(B)","RAJGHAT","BHIKARIPUR CROSSING",1,27
"249","109(B)","RAJGHAT","BHIKARIPUR
CROSSING",7,189
"250","109(B)","RAJGHAT","CANTT RLY STATION",1,22
"251","109(B)","RAJGHAT","DURGA KUND",1,33
"252","109(B)","RAJGHAT","LANKA",6,198
"253","109(B)","RATHYATRA","CANTT RLY STATION",1,12
"254","109(B)","RAVIDAS GATE","CANTT RLY STATION",4,88
"255","109(B)","RAVIDAS GATE","RATHYATRA",4,68
"256","109(B)","RAVIDAS GATE","VIDYAPEETH",1,17
"257","109(B)","RAVINDERPURI","CANTT RLY STATION",3,51
"258","109(B)","RAVINDERPURI","CANTT RLY
STATION",4,68
"259","109(B)","RAVINDERPURI","RAJGHAT",3,81
"260","109(B)","SIGRA","RAJGHAT",3,66
"261","111(A)","BHULLANPUR","CANTT RLY STATION",2,44
"262","111(A)","BHULLANPUR","JAGATPUR",1,12
"263","111(A)","BHULLANPUR","MIRZAMURAD
BAZAR",1,33
"264","111(A)","BOULIA","CANTT RLY
STATION",1,12
"265","111(A)","BOULIA","MIRZAMURAD
BAZAR",3,114
"266","111(A)","CANTT RLY STATION","BHELUPUR",1,17
"267","111(A)","CANTT RLY STATION","BHULLANPUR",1,22
"268","111(A)","CANTT RLY STATION","DURGA KUND",16,272
"269","111(A)","CANTT RLY STATION","JAGATPUR",3,66
"270","111(A)","CANTT RLY STATION","KIT",3,114
"271","111(A)","CANTT RLY STATION","LANKA",48,1056
"272","111(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",6,258
"273","111(A)","CANTT RLY STATION","MODHAILA",1,17
"274","111(A)","CANTT RLY STATION","MOHANSARAI",10,270
"275","111(A)","CANTT RLY STATION","RAJATALAB",15,495
"276","111(A)","CANTT RLY STATION","RATHYATRA",1,12
"277","111(A)","CANTT RLY STATION","ROHANIA",10,220
"278","111(A)","CANTT RLY STATION","SADHU KI KUTIYA",1,38
"279","111(A)","CANTT RLY
STATION","DURGA KUND",6,102
"280","111(A)","CANTT RLY
STATION","JAGATPUR",5,110
"281","111(A)","CANTT RLY
STATION","KIT",2,76
"282","111(A)","CANTT RLY
STATION","LANKA",35,770
"283","111(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",1,43
"284","111(A)","CANTT RLY
STATION","MODHAILA",1,17
"285","111(A)","CANTT RLY
STATION","MOHANSARAI",1,27
"286","111(A)","CANTT RLY
STATION","RAJATALAB",3,99
"287","111(A)","CANTT RLY
STATION","RAVIDAS GATE",4,88
"288","111(A)","CHANDPUR CHAURAHA","MOHANSARAI",1,22
"289","111(A)","CHANDPUR
CHAURAHA","CANTT RLY
STATION",1,17
"290","111(A)","CHANDPUR
CHAURAHA","JAGATPUR",1,17
"291","111(A)","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",2,76
"292","111(A)","CHANDPUR
CHAURAHA","MOHANSARAI",2,44
"293","111(A)","CHANDPUR
CHAURAHA","RAJATALAB",1,27
"294","111(A)","JAGATPUR","CANTT RLY STATION",2,44
"295","111(A)","JAGATPUR","CANTT RLY
STATION",1,22
"296","111(A)","LAHARTARA","LANKA",1,22
"297","111(A)","LAHARTARA","MIRZAMURAD BAZAR",2,76
"298","111(A)","LAHARTARA","RAKHAUNA",2,66
"299","111(A)","LAHARTARA","ROHANIA",1,17
"300","111(A)","LAHARTARA","SAHABABAD",1,22
"301","111(A)","MIRZAMURAD E
STATION","LANKA",1,48
"302","111(A)","MIRZAMURAD
BAZAR","BOULIA",1,38
"303","111(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",8,344
"304","111(A)","MIRZAMURAD
BAZAR","CHANDPUR
CHAURAHA",1,38
"305","111(A)","MIRZAMURAD
BAZAR","LAHARTARA",1,38
"306","111(A)","MIRZAMURAD
BAZAR","LANKA",1,48
"307","111(A)","MODHAILA","CANTT RLY STATION",2,34
"308","111(A)","MODHAILA","SADHU KI KUTIYA",1,33
"309","111(A)","MODHAILA","SAHABABAD",1,17
"310","111(A)","MOHANSARAI","CANTT RLY STATION",1,27
"311","111(A)","MOHANSARAI","LANKA",1,38
"312","111(A)","MOHANSARAI","SADHU KI KUTIYA",1,22
"313","111(A)","RAJATALAB","BOULIA",1,27
"314","111(A)","RAJATALAB","CANTT RLY STATION",10,330
"315","111(A)","RAJATALAB","CANTT RLY
STATION",4,132
"316","111(A)","RAJATALAB","LANKA",3,129
"317","111(A)","RAJATALAB","RAVIDAS GATE",1,38
"318","111(A)","RAKHAUNA","CANTT RLY
STATION",1,38
"319","111(A)","ROHANIA","CANTT RLY STATION",2,44
"320","111(A)","ROHANIA","CANTT RLY
STATION",2,44
"321","111(A)","ROHANIA","CHANDPUR
CHAURAHA",3,36
"322","111(A)","ROHANIA","LANKA",1,33
"323","111(A)","ROHANIA","MIRZAMURAD BAZAR",1,33
"324","111(A)","ROHANIA","MOHANSARAI",3,51
"325","111(A)","SADHU KI KUTIYA","BOULIA",2,66
"326","111(A)","SADHU KI KUTIYA","CANTT RLY STATION",2,76
"327","111(A)","SADHU KI KUTIYA","CANTT RLY
STATION",1,38
"328","111(A)","SIGRA","LANKA",1,17
"329","111(B)","CANTT RLY STATION","BHELUPUR",1,17
"330","111(B)","CANTT RLY STATION","DURGA KUND",10,170
"331","111(B)","CANTT RLY STATION","GIRJAGHAR
CHAURAHA",11,187
"332","111(B)","CANTT RLY STATION","LANKA",26,572
"333","111(B)","CANTT RLY STATION","RATHYATRA",3,36
"334","111(B)","CANTT RLY STATION","RAVINDERPURI",3,51
"335","111(B)","CANTT RLY
STATION","GIRJAGHAR
CHAURAHA",2,34
"336","111(B)","CANTT RLY
STATION","LANKA",2,44
"337","111(B)","CHAUKAGHAT","CANTT RLY STATION",1,12
"338","111(B)","CHETGANJ","CANTT RLY STATION",1,12
"339","111(B)","CHETGANJ","CANTT RLY
STATION",2,24
"340","111(B)","DURGA KUND","CANTT RLY STATION",12,204
"341","111(B)","DURGA KUND","CANTT RLY
STATION",5,85
"342","111(B)","DURGA KUND","RATHYATRA",3,36
"343","111(B)","DURGA KUND","SIGRA",1,17
"344","111(B)","DURGA KUND","VIDYAPEETH",1,17
"345","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY STATION",113,1921
"346","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY
STATION",45,765
"347","111(B)","GIRJAGHAR
CHAURAHA","CHAUKAGHAT",34,408
"348","111(B)","GIRJAGHAR
CHAURAHA","LAHURABIR",2,24
"349","111(B)","GIRJAGHAR
CHAURAHA","TALIYABHAG",1,12
"350","111(B)","LAHURABIR","CANTT RLY
STATION",3,36
"351","111(B)","LANKA","CANTT RLY STATION",132,2904
"352","111(B)","LANKA","CANTT RLY
STATION",68,1496
"353","111(B)","LANKA","GIRJAGHAR
CHAURAHA",1,27
"354","111(B)","LANKA","RATHYATRA",10,170
"355","111(B)","LANKA","SIGRA",17,289
"356","111(B)","RATHYATRA","CHAUKAGHAT",1,17
"357","111(B)","RATHYATRA","LANKA",2,34
"358","111(B)","RATHYATRA","RAVINDERPURI",1,12
"359","111(B)","RAVIDAS GATE","CANTT RLY STATION",1,22
"360","111(B)","RAVINDERPURI","CANTT RLY STATION",4,68
"361","111(B)","RAVINDERPURI","RATHYATRA",1,12
"362","111(B)","RAVINDERPURI","SIGRA",4,48
"363","111(B)","SIGRA","LANKA",8,136
"364","111(B)","SIGRA","RAVINDERPURI",1,12
"365","CNT-VISWA.PULL","CANTT RLY
STATION","DURGA KUND",8,136
"366","CNT-VISWA.PULL","CANTT RLY
STATION","LANKA",9,198
"367","CNT-VISWA.PULL","CANTT RLY
STATION","RAVINDERPURI",1,17
"368","CNT-VISWA.PULL","RATHYATRA","LANKA",1,17
"369","CNT-VISWA.PULL","SIGRA","LANKA",2,34
"370","E101","AGRASEN MOD","HARHUA",1,17
"371","E101","AGRASEN MOD","JAGATPUR",1,33
"372","E101","AGRASEN MOD","VYASBAGH",1,12
"373","E101","AIRPORT ROAD","BHOJUBEER",1,33
"374","E101","AIRPORT ROAD","CANTT RLY STATION",6,228
"375","E101","AIRPORT ROAD","CANTT RLY
STATION",2,760
"376","E101","AIRPORT ROAD","CHANDPUR
CHAURAHA",6,258
"377","E101","B.H.E.L.","MOHANSARAI",3,129
"378","E101","B.H.E.L.","RTO",1,22
"379","E101","BHOJUBEER","CANTT RLY
STATION",5,85
"380","E101","BHOJUBEER","KAAZI SARAI",1,22
"381","E101","BHOJUBEER","LBS AIRPORT",6,198
"382","E101","BHOJUBEER","MODHAILA",1,27
"383","E101","BHOJUBEER","RTO",4,108
"384","E101","BHULLANPUR","CANTT RLY STATION",1,22
"385","E101","BHULLANPUR","CANTT RLY
STATION",3,66
"386","E101","BOULIA","CANTT RLY
STATION",2,24
"387","E101","BOULIA","KIT",1,38
"388","E101","BOULIA","MOHANSARAI",1,27
"389","E101","CANTT RLY STATION","AGRASEN MOD",2,44
"390","E101","CANTT RLY STATION","BHOJUBEER",2,34
"391","E101","CANTT RLY STATION","BOULIA",2,24
"392","E101","CANTT RLY STATION","CHANDPUR CHAURAHA",3,51
"393","E101","CANTT RLY STATION","CHANDPUR
CHAURAHA",10,170
"394","E101","CANTT RLY STATION","HARHUA",1,33
"395","E101","CANTT RLY STATION","JAGATPUR",4,88
"396","E101","CANTT RLY STATION","KACHAHARI",1,17
"397","E101","CANTT RLY STATION","KIT",1,38
"398","E101","CANTT RLY STATION","LBS AIRPORT",11,418
"399","E101","CANTT RLY STATION","MIRZAMURAD BAZAR",10,430
"400","E101","CANTT RLY STATION","MODHAILA",7,119
"401","E101","CANTT RLY STATION","MOHANSARAI",5,135
"402","E101","CANTT RLY STATION","RAJATALAB",6,198
"403","E101","CANTT RLY STATION","ROHANIA",5,110
"404","E101","CANTT RLY STATION","SATOMAHUA",1,33
"405","E101","CANTT RLY STATION","TARNA",1,22
"406","E101","CANTT RLY STATION","VYASBAGH",1,27
"407","E101","CANTT RLY
STATION","BOULIA",3,36
"408","E101","CANTT RLY
STATION","CHANDPUR
CHAURAHA",2,34
"409","E101","CANTT RLY
STATION","GILAT BAZAR",1,22
"410","E101","CANTT RLY
STATION","JAGATPUR",2,44
"411","E101","CANTT RLY
STATION","KIT",1,38
"412","E101","CANTT RLY
STATION","LBS AIRPORT",19,722
"413","E101","CANTT RLY
STATION","MIRZAMURAD E
STATION",2,86
"414","E101","CANTT RLY
STATION","MOHANSARAI",3,81
"415","E101","CANTT RLY
STATION","RAJATALAB",3,99
"416","E101","CANTT RLY
STATION","RTO",7,231
"417","E101","CANTT RLY
STATION","TARNA",1,22
"418","E101","CANTT RLY
STATION","VYASBAGH",3,81
"419","E101","CHANDPUR
CHAURAHA","CANTT RLY
STATION",5,85
"420","E101","CHANDPUR
CHAURAHA","KIT",2,66
"421","E101","CHANDPUR
CHAURAHA","MIRZAMURAD E
STATION",1,38
"422","E101","CHANDPUR
CHAURAHA","MOHANSARAI",1,22
"423","E101","CIRCUIT HOUSE","CANTT RLY
STATION",1,17
"424","E101","CIRCUIT HOUSE","MOHANSARAI",1,33
"425","E101","GILAT BAZAR","CANTT RLY STATION",1,22
"426","E101","GILAT BAZAR","CANTT RLY
STATION",2,44
"427","E101","GILAT BAZAR","KAAZI SARAI",3,66
"428","E101","GILAT BAZAR","LBS AIRPORT",10,330
"429","E101","GILAT BAZAR","SANMUKH HOSPITAL",2,54
"430","E101","HARHUA","BHOJUBEER",2,44
"431","E101","HARHUA","BOULIA",1,33
"432","E101","HARHUA","CANTT RLY STATION",11,363
"433","E101","HARHUA","CANTT RLY
STATION",1,33
"434","E101","JAGATPUR","CANTT RLY STATION",5,110
"435","E101","JAGATPUR","CANTT RLY
STATION",4,88
"436","E101","JAGATPUR","GILAT BAZAR",1,33
"437","E101","JAGATPUR","KACHAHARI",1,27
"438","E101","JHV MALL","CANTT RLY
STATION",2,24
"439","E101","KAAZI SARAI","BHULLANPUR",2,76
"440","E101","KAAZI SARAI","RTO",3,36
"441","E101","KACHAHARI","AGRASEN MOD",1,17
"442","E101","KACHAHARI","CANTT RLY STATION",2,34
"443","E101","KACHAHARI","HARHUA",1,27
"444","E101","KACHAHARI","LBS AIRPORT",2,76
"445","E101","KACHAHARI","MODHAILA",1,22
"446","E101","KACHAHARI","RAKHAUNA",2,76
"447","E101","KACHAHARI","SATOMAHUA",1,27
"448","E101","KIT","CANTT RLY STATION",2,76
"449","E101","KIT","CHANDPUR
CHAURAHA",1,33
"450","E101","KIT","GILAT BAZAR",2,86
"451","E101","LAHARTARA","CHANDPUR
CHAURAHA",1,12
"452","E101","LAHARTARA","ROHANIA",1,17
